ts_start,ts_end,price
2023-02-22 14:00:00,2023-02-22 15:00:00,149.99
2023-02-22 00:00:00,2023-02-22 01:00:00,136.54
2023-02-22 01:00:00,2023-02-22 02:00:00,113.16
2023-02-22 02:00:00,2023-02-22 03:00:00,112.53
2023-02-22 03:00:00,2023-02-22 04:00:00,124.98
2023-02-22 04:00:00,2023-02-22 05:00:00,131.17
2023-02-21 19:00:00,2023-02-21 20:00:00,176.25
2023-02-21 20:00:00,2023-02-21 21:00:00,165.92
2023-02-21 21:00:00,2023-02-21 22:00:00,154.99
2023-02-21 22:00:00,2023-02-21 23:00:00,120.03
2023-02-21 23:00:00,2023-02-22 00:00:00,110.99
2023-02-21 11:00:00,2023-02-21 12:00:00,130.95
2023-02-21 12:00:00,2023-02-21 13:00:00,129.72
2023-02-21 13:00:00,2023-02-21 14:00:00,108.18
2023-02-21 14:00:00,2023-02-21 15:00:00,113.8
2023-02-21 15:00:00,2023-02-21 16:00:00,114.91
2023-02-21 16:00:00,2023-02-21 17:00:00,142.78
2023-02-21 17:00:00,2023-02-21 18:00:00,164.85
2023-02-21 18:00:00,2023-02-21 19:00:00,178.13
2023-02-21 04:00:00,2023-02-21 05:00:00,61.03
2023-02-21 05:00:00,2023-02-21 06:00:00,99.11
2023-02-21 06:00:00,2023-02-21 07:00:00,145.2
2023-02-21 07:00:00,2023-02-21 08:00:00,114.68
2023-02-21 08:00:00,2023-02-21 09:00:00,117.43
2023-02-21 09:00:00,2023-02-21 10:00:00,119.76
2023-02-21 10:00:00,2023-02-21 11:00:00,114.68
2023-02-21 00:00:00,2023-02-21 01:00:00,45.01
2023-02-21 01:00:00,2023-02-21 02:00:00,42.84
2023-02-21 02:00:00,2023-02-21 03:00:00,42.84
2023-02-21 03:00:00,2023-02-21 04:00:00,44.66
2023-02-20 17:00:00,2023-02-20 18:00:00,105.56
2023-02-20 18:00:00,2023-02-20 19:00:00,105.56
2023-02-20 19:00:00,2023-02-20 20:00:00,105.21
2023-02-20 20:00:00,2023-02-20 21:00:00,85.47
2023-02-20 21:00:00,2023-02-20 22:00:00,61.21
2023-02-20 22:00:00,2023-02-20 23:00:00,50.61
2023-02-20 23:00:00,2023-02-21 00:00:00,43
2023-02-20 07:00:00,2023-02-20 08:00:00,113.77
2023-02-20 08:00:00,2023-02-20 09:00:00,115.18
2023-02-20 09:00:00,2023-02-20 10:00:00,109.86
2023-02-20 10:00:00,2023-02-20 11:00:00,107.09
2023-02-20 11:00:00,2023-02-20 12:00:00,106.66
2023-02-20 12:00:00,2023-02-20 13:00:00,105.56
2023-02-20 13:00:00,2023-02-20 14:00:00,104.72
2023-02-20 14:00:00,2023-02-20 15:00:00,100.06
2023-02-20 15:00:00,2023-02-20 16:00:00,94.89
2023-02-20 16:00:00,2023-02-20 17:00:00,104.71
2023-02-20 02:00:00,2023-02-20 03:00:00,42.75
2023-02-20 03:00:00,2023-02-20 04:00:00,33.18
2023-02-20 04:00:00,2023-02-20 05:00:00,32.24
2023-02-20 05:00:00,2023-02-20 06:00:00,83.36
2023-02-20 06:00:00,2023-02-20 07:00:00,107.13
2023-02-20 00:00:00,2023-02-20 01:00:00,62.31
2023-02-20 01:00:00,2023-02-20 02:00:00,45.04
2023-02-19 23:00:00,2023-02-20 00:00:00,85.17
2023-02-19 13:00:00,2023-02-19 14:00:00,90.45
2023-02-19 14:00:00,2023-02-19 15:00:00,87.66
2023-02-19 15:00:00,2023-02-19 16:00:00,103
2023-02-19 16:00:00,2023-02-19 17:00:00,107.21
2023-02-19 17:00:00,2023-02-19 18:00:00,115.52
2023-02-19 18:00:00,2023-02-19 19:00:00,113.79
2023-02-19 19:00:00,2023-02-19 20:00:00,103.31
2023-02-19 20:00:00,2023-02-19 21:00:00,96.38
2023-02-19 21:00:00,2023-02-19 22:00:00,107.24
2023-02-19 22:00:00,2023-02-19 23:00:00,104.72
2023-02-19 02:00:00,2023-02-19 03:00:00,41.9
2023-02-19 03:00:00,2023-02-19 04:00:00,84.42
2023-02-19 04:00:00,2023-02-19 05:00:00,40
2023-02-19 05:00:00,2023-02-19 06:00:00,46.12
2023-02-19 06:00:00,2023-02-19 07:00:00,40
2023-02-19 07:00:00,2023-02-19 08:00:00,45.59
2023-02-19 08:00:00,2023-02-19 09:00:00,107.22
2023-02-19 09:00:00,2023-02-19 10:00:00,88.78
2023-02-19 10:00:00,2023-02-19 11:00:00,73.1
2023-02-19 11:00:00,2023-02-19 12:00:00,81.91
2023-02-19 12:00:00,2023-02-19 13:00:00,90.48
2023-02-19 00:00:00,2023-02-19 01:00:00,40
2023-02-19 01:00:00,2023-02-19 02:00:00,40.01
2023-02-18 23:00:00,2023-02-19 00:00:00,72.06
2023-02-18 14:00:00,2023-02-18 15:00:00,86.37
2023-02-18 15:00:00,2023-02-18 16:00:00,91.86
2023-02-18 16:00:00,2023-02-18 17:00:00,109.18
2023-02-18 17:00:00,2023-02-18 18:00:00,109.84
2023-02-18 18:00:00,2023-02-18 19:00:00,108.78
2023-02-18 19:00:00,2023-02-18 20:00:00,90.39
2023-02-18 20:00:00,2023-02-18 21:00:00,71.02
2023-02-18 21:00:00,2023-02-18 22:00:00,106.57
2023-02-18 22:00:00,2023-02-18 23:00:00,107.99
2023-02-18 04:00:00,2023-02-18 05:00:00,61.15
2023-02-18 05:00:00,2023-02-18 06:00:00,77.45
2023-02-18 06:00:00,2023-02-18 07:00:00,26.78
2023-02-18 07:00:00,2023-02-18 08:00:00,28.89
2023-02-18 08:00:00,2023-02-18 09:00:00,93.73
2023-02-18 09:00:00,2023-02-18 10:00:00,100.19
2023-02-18 10:00:00,2023-02-18 11:00:00,99.45
2023-02-18 11:00:00,2023-02-18 12:00:00,100.44
2023-02-18 12:00:00,2023-02-18 13:00:00,91.1
2023-02-18 13:00:00,2023-02-18 14:00:00,82.74
2023-02-18 00:00:00,2023-02-18 01:00:00,27.46
2023-02-18 01:00:00,2023-02-18 02:00:00,24.93
2023-02-18 02:00:00,2023-02-18 03:00:00,22.98
2023-02-18 03:00:00,2023-02-18 04:00:00,36.62
2023-02-17 23:00:00,2023-02-18 00:00:00,22.22
2023-02-17 13:00:00,2023-02-17 14:00:00,141.62
2023-02-17 14:00:00,2023-02-17 15:00:00,139.03
2023-02-17 15:00:00,2023-02-17 16:00:00,137.25
2023-02-17 16:00:00,2023-02-17 17:00:00,137.26
2023-02-17 17:00:00,2023-02-17 18:00:00,141.22
2023-02-17 18:00:00,2023-02-17 19:00:00,124.67
2023-02-17 19:00:00,2023-02-17 20:00:00,75.03
2023-02-17 20:00:00,2023-02-17 21:00:00,40.02
2023-02-17 21:00:00,2023-02-17 22:00:00,40.04
2023-02-17 22:00:00,2023-02-17 23:00:00,29.79
2023-02-17 04:00:00,2023-02-17 05:00:00,92.69
2023-02-17 05:00:00,2023-02-17 06:00:00,145.43
2023-02-17 06:00:00,2023-02-17 07:00:00,150.01
2023-02-17 07:00:00,2023-02-17 08:00:00,158.52
2023-02-17 08:00:00,2023-02-17 09:00:00,157.27
2023-02-17 09:00:00,2023-02-17 10:00:00,156.29
2023-02-17 10:00:00,2023-02-17 11:00:00,152.95
2023-02-17 11:00:00,2023-02-17 12:00:00,159.23
2023-02-17 12:00:00,2023-02-17 13:00:00,146.67
2023-02-17 00:00:00,2023-02-17 01:00:00,60.09
2023-02-17 01:00:00,2023-02-17 02:00:00,84.76
2023-02-17 02:00:00,2023-02-17 03:00:00,58.15
2023-02-17 03:00:00,2023-02-17 04:00:00,72.93
2023-02-16 15:00:00,2023-02-16 16:00:00,160.14
2023-02-16 16:00:00,2023-02-16 17:00:00,150.84
2023-02-16 17:00:00,2023-02-16 18:00:00,162.02
2023-02-16 18:00:00,2023-02-16 19:00:00,160.63
2023-02-16 19:00:00,2023-02-16 20:00:00,146.52
2023-02-16 20:00:00,2023-02-16 21:00:00,129.9
2023-02-16 21:00:00,2023-02-16 22:00:00,148.03
2023-02-16 22:00:00,2023-02-16 23:00:00,66.31
2023-02-16 23:00:00,2023-02-17 00:00:00,65.04
2023-02-16 04:00:00,2023-02-16 05:00:00,45.88
2023-02-16 05:00:00,2023-02-16 06:00:00,142.79
2023-02-16 06:00:00,2023-02-16 07:00:00,154.32
2023-02-16 07:00:00,2023-02-16 08:00:00,162.51
2023-02-16 08:00:00,2023-02-16 09:00:00,164.81
2023-02-16 09:00:00,2023-02-16 10:00:00,158.52
2023-02-16 10:00:00,2023-02-16 11:00:00,146.67
2023-02-16 11:00:00,2023-02-16 12:00:00,138.7
2023-02-16 12:00:00,2023-02-16 13:00:00,129.48
2023-02-16 13:00:00,2023-02-16 14:00:00,133.21
2023-02-16 14:00:00,2023-02-16 15:00:00,144.85
2023-02-16 00:00:00,2023-02-16 01:00:00,111.3
2023-02-16 01:00:00,2023-02-16 02:00:00,69.38
2023-02-16 02:00:00,2023-02-16 03:00:00,50.03
2023-02-16 03:00:00,2023-02-16 04:00:00,46.65
2023-02-15 21:00:00,2023-02-15 22:00:00,125.07
2023-02-15 22:00:00,2023-02-15 23:00:00,103.3
2023-02-15 23:00:00,2023-02-16 00:00:00,75.04
2023-02-15 12:00:00,2023-02-15 13:00:00,155.01
2023-02-15 13:00:00,2023-02-15 14:00:00,150.34
2023-02-15 14:00:00,2023-02-15 15:00:00,128.98
2023-02-15 15:00:00,2023-02-15 16:00:00,128.95
2023-02-15 16:00:00,2023-02-15 17:00:00,157.12
2023-02-15 17:00:00,2023-02-15 18:00:00,158.8
2023-02-15 18:00:00,2023-02-15 19:00:00,157.17
2023-02-15 19:00:00,2023-02-15 20:00:00,159.91
2023-02-15 20:00:00,2023-02-15 21:00:00,120.1
2023-02-15 02:00:00,2023-02-15 03:00:00,68.09
2023-02-15 03:00:00,2023-02-15 04:00:00,69.07
2023-02-15 04:00:00,2023-02-15 05:00:00,111.38
2023-02-15 05:00:00,2023-02-15 06:00:00,149.99
2023-02-15 06:00:00,2023-02-15 07:00:00,157.33
2023-02-15 07:00:00,2023-02-15 08:00:00,185
2023-02-15 08:00:00,2023-02-15 09:00:00,188.76
2023-02-15 09:00:00,2023-02-15 10:00:00,171.22
2023-02-15 10:00:00,2023-02-15 11:00:00,157.18
2023-02-15 11:00:00,2023-02-15 12:00:00,150.33
2023-02-15 00:00:00,2023-02-15 01:00:00,99.58
2023-02-15 01:00:00,2023-02-15 02:00:00,76.13
2023-02-14 23:00:00,2023-02-15 00:00:00,122.52
2023-02-14 13:00:00,2023-02-14 14:00:00,125.41
2023-02-14 14:00:00,2023-02-14 15:00:00,128.79
2023-02-14 15:00:00,2023-02-14 16:00:00,132.32
2023-02-14 16:00:00,2023-02-14 17:00:00,152.7
2023-02-14 17:00:00,2023-02-14 18:00:00,176.47
2023-02-14 18:00:00,2023-02-14 19:00:00,193.59
2023-02-14 19:00:00,2023-02-14 20:00:00,156.09
2023-02-14 20:00:00,2023-02-14 21:00:00,156.02
2023-02-14 21:00:00,2023-02-14 22:00:00,156.25
2023-02-14 22:00:00,2023-02-14 23:00:00,147.41
2023-02-14 02:00:00,2023-02-14 03:00:00,85.06
2023-02-14 03:00:00,2023-02-14 04:00:00,104.94
2023-02-14 04:00:00,2023-02-14 05:00:00,111.38
2023-02-14 05:00:00,2023-02-14 06:00:00,138.53
2023-02-14 06:00:00,2023-02-14 07:00:00,162.24
2023-02-14 07:00:00,2023-02-14 08:00:00,193.79
2023-02-14 08:00:00,2023-02-14 09:00:00,200.57
2023-02-14 09:00:00,2023-02-14 10:00:00,174.61
2023-02-14 10:00:00,2023-02-14 11:00:00,121.67
2023-02-14 11:00:00,2023-02-14 12:00:00,121.18
2023-02-14 12:00:00,2023-02-14 13:00:00,130.05
2023-02-14 00:00:00,2023-02-14 01:00:00,85.1
2023-02-14 01:00:00,2023-02-14 02:00:00,55.69
2023-02-13 22:00:00,2023-02-13 23:00:00,39.03
2023-02-13 23:00:00,2023-02-14 00:00:00,45.05
2023-02-13 12:00:00,2023-02-13 13:00:00,111.89
2023-02-13 13:00:00,2023-02-13 14:00:00,111.86
2023-02-13 14:00:00,2023-02-13 15:00:00,111.86
2023-02-13 15:00:00,2023-02-13 16:00:00,111.87
2023-02-13 16:00:00,2023-02-13 17:00:00,130.02
2023-02-13 17:00:00,2023-02-13 18:00:00,173.02
2023-02-13 18:00:00,2023-02-13 19:00:00,179.24
2023-02-13 19:00:00,2023-02-13 20:00:00,130.04
2023-02-13 20:00:00,2023-02-13 21:00:00,110.1
2023-02-13 21:00:00,2023-02-13 22:00:00,110.04
2023-02-13 04:00:00,2023-02-13 05:00:00,100
2023-02-13 05:00:00,2023-02-13 06:00:00,136.77
2023-02-13 06:00:00,2023-02-13 07:00:00,140.03
2023-02-13 07:00:00,2023-02-13 08:00:00,196.08
2023-02-13 08:00:00,2023-02-13 09:00:00,180.57
2023-02-13 09:00:00,2023-02-13 10:00:00,130.03
2023-02-13 10:00:00,2023-02-13 11:00:00,130.02
2023-02-13 11:00:00,2023-02-13 12:00:00,111.88
2023-02-13 00:00:00,2023-02-13 01:00:00,110.01
2023-02-13 01:00:00,2023-02-13 02:00:00,110.01
2023-02-13 02:00:00,2023-02-13 03:00:00,13.67
2023-02-13 03:00:00,2023-02-13 04:00:00,12.68
2023-02-12 13:00:00,2023-02-12 14:00:00,111.88
2023-02-12 14:00:00,2023-02-12 15:00:00,111.88
2023-02-12 15:00:00,2023-02-12 16:00:00,111.85
2023-02-12 16:00:00,2023-02-12 17:00:00,111.9
2023-02-12 17:00:00,2023-02-12 18:00:00,130.03
2023-02-12 18:00:00,2023-02-12 19:00:00,130
2023-02-12 19:00:00,2023-02-12 20:00:00,111.86
2023-02-12 20:00:00,2023-02-12 21:00:00,111.86
2023-02-12 21:00:00,2023-02-12 22:00:00,111.87
2023-02-12 22:00:00,2023-02-12 23:00:00,20.07
2023-02-12 23:00:00,2023-02-13 00:00:00,16.16
2023-02-12 05:00:00,2023-02-12 06:00:00,111.87
2023-02-12 06:00:00,2023-02-12 07:00:00,111.85
2023-02-12 07:00:00,2023-02-12 08:00:00,111.88
2023-02-12 08:00:00,2023-02-12 09:00:00,130.01
2023-02-12 09:00:00,2023-02-12 10:00:00,130.03
2023-02-12 10:00:00,2023-02-12 11:00:00,130
2023-02-12 11:00:00,2023-02-12 12:00:00,111.87
2023-02-12 12:00:00,2023-02-12 13:00:00,111.83
2023-02-12 00:00:00,2023-02-12 01:00:00,121.25
2023-02-12 01:00:00,2023-02-12 02:00:00,110.27
2023-02-12 02:00:00,2023-02-12 03:00:00,33.5
2023-02-12 03:00:00,2023-02-12 04:00:00,70.04
2023-02-12 04:00:00,2023-02-12 05:00:00,111.82
2023-02-11 17:00:00,2023-02-11 18:00:00,111.8
2023-02-11 18:00:00,2023-02-11 19:00:00,111.87
2023-02-11 19:00:00,2023-02-11 20:00:00,108.74
2023-02-11 20:00:00,2023-02-11 21:00:00,111.83
2023-02-11 21:00:00,2023-02-11 22:00:00,109.28
2023-02-11 22:00:00,2023-02-11 23:00:00,94.5
2023-02-11 23:00:00,2023-02-12 00:00:00,86.63
2023-02-11 10:00:00,2023-02-11 11:00:00,106.83
2023-02-11 11:00:00,2023-02-11 12:00:00,78.99
2023-02-11 12:00:00,2023-02-11 13:00:00,66.55
2023-02-11 13:00:00,2023-02-11 14:00:00,56.21
2023-02-11 14:00:00,2023-02-11 15:00:00,57.56
2023-02-11 15:00:00,2023-02-11 16:00:00,111.81
2023-02-11 16:00:00,2023-02-11 17:00:00,111.83
2023-02-11 01:00:00,2023-02-11 02:00:00,63.44
2023-02-11 02:00:00,2023-02-11 03:00:00,45.01
2023-02-11 03:00:00,2023-02-11 04:00:00,57.93
2023-02-11 04:00:00,2023-02-11 05:00:00,73.62
2023-02-11 05:00:00,2023-02-11 06:00:00,67.53
2023-02-11 06:00:00,2023-02-11 07:00:00,59.99
2023-02-11 07:00:00,2023-02-11 08:00:00,64.29
2023-02-11 08:00:00,2023-02-11 09:00:00,103.03
2023-02-11 09:00:00,2023-02-11 10:00:00,111.86
2023-02-11 00:00:00,2023-02-11 01:00:00,32.46
2023-02-10 23:00:00,2023-02-11 00:00:00,30.01
2023-02-10 15:00:00,2023-02-10 16:00:00,67.27
2023-02-10 16:00:00,2023-02-10 17:00:00,111.15
2023-02-10 17:00:00,2023-02-10 18:00:00,111.15
2023-02-10 18:00:00,2023-02-10 19:00:00,85.36
2023-02-10 19:00:00,2023-02-10 20:00:00,111.14
2023-02-10 20:00:00,2023-02-10 21:00:00,85.08
2023-02-10 21:00:00,2023-02-10 22:00:00,111.12
2023-02-10 22:00:00,2023-02-10 23:00:00,30.06
2023-02-10 07:00:00,2023-02-10 08:00:00,91.62
2023-02-10 08:00:00,2023-02-10 09:00:00,116.42
2023-02-10 09:00:00,2023-02-10 10:00:00,111.11
2023-02-10 10:00:00,2023-02-10 11:00:00,85.9
2023-02-10 11:00:00,2023-02-10 12:00:00,73.75
2023-02-10 12:00:00,2023-02-10 13:00:00,94.93
2023-02-10 13:00:00,2023-02-10 14:00:00,89.54
2023-02-10 14:00:00,2023-02-10 15:00:00,111.12
2023-02-10 01:00:00,2023-02-10 02:00:00,38.71
2023-02-10 02:00:00,2023-02-10 03:00:00,18.79
2023-02-10 03:00:00,2023-02-10 04:00:00,25.01
2023-02-10 04:00:00,2023-02-10 05:00:00,23.86
2023-02-10 05:00:00,2023-02-10 06:00:00,34.99
2023-02-10 06:00:00,2023-02-10 07:00:00,90
2023-02-10 00:00:00,2023-02-10 01:00:00,104.67
2023-02-09 22:00:00,2023-02-09 23:00:00,40
2023-02-09 23:00:00,2023-02-10 00:00:00,20.07
2023-02-09 13:00:00,2023-02-09 14:00:00,73.44
2023-02-09 14:00:00,2023-02-09 15:00:00,78.62
2023-02-09 15:00:00,2023-02-09 16:00:00,110.81
2023-02-09 16:00:00,2023-02-09 17:00:00,110.87
2023-02-09 17:00:00,2023-02-09 18:00:00,110.88
2023-02-09 18:00:00,2023-02-09 19:00:00,110.89
2023-02-09 19:00:00,2023-02-09 20:00:00,110.86
2023-02-09 20:00:00,2023-02-09 21:00:00,23.43
2023-02-09 21:00:00,2023-02-09 22:00:00,30.02
2023-02-09 03:00:00,2023-02-09 04:00:00,30.76
2023-02-09 04:00:00,2023-02-09 05:00:00,60.06
2023-02-09 05:00:00,2023-02-09 06:00:00,50.1
2023-02-09 06:00:00,2023-02-09 07:00:00,81.82
2023-02-09 07:00:00,2023-02-09 08:00:00,127.95
2023-02-09 08:00:00,2023-02-09 09:00:00,127.92
2023-02-09 09:00:00,2023-02-09 10:00:00,110.87
2023-02-09 10:00:00,2023-02-09 11:00:00,110.83
2023-02-09 11:00:00,2023-02-09 12:00:00,110.83
2023-02-09 12:00:00,2023-02-09 13:00:00,110.81
2023-02-09 00:00:00,2023-02-09 01:00:00,70.08
2023-02-09 01:00:00,2023-02-09 02:00:00,60.05
2023-02-09 02:00:00,2023-02-09 03:00:00,30
2023-02-08 14:00:00,2023-02-08 15:00:00,163.97
2023-02-08 15:00:00,2023-02-08 16:00:00,166.27
2023-02-08 16:00:00,2023-02-08 17:00:00,182.9
2023-02-08 17:00:00,2023-02-08 18:00:00,183.99
2023-02-08 18:00:00,2023-02-08 19:00:00,127.36
2023-02-08 19:00:00,2023-02-08 20:00:00,110.59
2023-02-08 20:00:00,2023-02-08 21:00:00,30
2023-02-08 21:00:00,2023-02-08 22:00:00,30.1
2023-02-08 22:00:00,2023-02-08 23:00:00,40.04
2023-02-08 23:00:00,2023-02-09 00:00:00,30
2023-02-08 01:00:00,2023-02-08 02:00:00,78.13
